,id,Acer_Capillipes,Acer_Circinatum,Acer_Mono,Acer_Opalus,Acer_Palmatum,Acer_Pictum,Acer_Platanoids,Acer_Rubrum,Acer_Rufinerve,Acer_Saccharinum,Alnus_Cordata,Alnus_Maximowiczii,Alnus_Rubra,Alnus_Sieboldiana,Alnus_Viridis,Arundinaria_Simonii,Betula_Austrosinensis,Betula_Pendula,Callicarpa_Bodinieri,Castanea_Sativa,Celtis_Koraiensis,Cercis_Siliquastrum,Cornus_Chinensis,Cornus_Controversa,Cornus_Macrophylla,Cotinus_Coggygria,Crataegus_Monogyna,Cytisus_Battandieri,Eucalyptus_Glaucescens,Eucalyptus_Neglecta,Eucalyptus_Urnigera,Fagus_Sylvatica,Ginkgo_Biloba,Ilex_Aquifolium,Ilex_Cornuta,Liquidambar_Styraciflua,Liriodendron_Tulipifera,Lithocarpus_Cleistocarpus,Lithocarpus_Edulis,Magnolia_Heptapeta,Magnolia_Salicifolia,Morus_Nigra,Olea_Europaea,Phildelphus,Populus_Adenopoda,Populus_Grandidentata,Populus_Nigra,Prunus_Avium,Prunus_X_Shmittii,Pterocarya_Stenoptera,Quercus_Afares,Quercus_Agrifolia,Quercus_Alnifolia,Quercus_Brantii,Quercus_Canariensis,Quercus_Castaneifolia,Quercus_Cerris,Quercus_Chrysolepis,Quercus_Coccifera,Quercus_Coccinea,Quercus_Crassifolia,Quercus_Crassipes,Quercus_Dolicholepis,Quercus_Ellipsoidalis,Quercus_Greggii,Quercus_Hartwissiana,Quercus_Ilex,Quercus_Imbricaria,Quercus_Infectoria_sub,Quercus_Kewensis,Quercus_Nigra,Quercus_Palustris,Quercus_Phellos,Quercus_Phillyraeoides,Quercus_Pontica,Quercus_Pubescens,Quercus_Pyrenaica,Quercus_Rhysophylla,Quercus_Rubra,Quercus_Semecarpifolia,Quercus_Shumardii,Quercus_Suber,Quercus_Texana,Quercus_Trojana,Quercus_Variabilis,Quercus_Vulcanica,Quercus_x_Hispanica,Quercus_x_Turneri,Rhododendron_x_Russellianum,Salix_Fragilis,Salix_Intergra,Sorbus_Aria,Tilia_Oliveri,Tilia_Platyphyllos,Tilia_Tomentosa,Ulmus_Bergmanniana,Viburnum_Tinus,Viburnum_x_Rhytidophylloides,Zelkova_Serrata
68,158,2.5794882271697656e-97,3.8327763516198e-110,4.853649648339486e-193,1.0563070202508408e-109,2.57e-321,4.939306326741536e-167,3.6481891708919587e-211,2.1852219412113827e-97,2.6767473114196913e-98,2.2091887214986773e-207,3.2341028009829985e-103,2.2065250738729493e-62,1.3016323279363586e-150,1.0,2.28265447336879e-87,1.9783026809232368e-229,2.341920212984812e-101,9.310887875353185e-61,4.655539269531982e-183,7.069784464150212e-127,4.0958676419602094e-112,3.028406333295581e-167,1.919561392150351e-142,3.384686116057544e-180,1.5634267494627964e-209,8.907083006914067e-155,3.5008614467180774e-88,2.2294514439866917e-181,1.0522216236622735e-136,9.863480157422777e-160,1.6520527003053353e-128,9.861690384416105e-126,5.3917069679116936e-166,3.376881965886527e-139,3.505496469163135e-171,3.102711810469275e-238,1.399429376516535e-172,1.3706493949638662e-188,2.144743641985114e-196,1.3407576879330126e-157,1.5239877710470111e-170,3.732160776910416e-123,2.967486135128783e-202,7.329724055460247e-140,1.963777950409312e-106,3.996536435908085e-157,8.032697189817514e-159,2.62179230590574e-151,2.927748333323819e-83,2.1274783624036388e-98,7.175385330128733e-121,2.3028441767393414e-166,1.1900442643362307e-89,7.367761962070045e-110,7.6584781343971545e-112,1.2500399221006372e-117,1.3994150348778619e-160,5.6942861935996595e-188,9.790319832462249e-115,2.2230883266037832e-192,6.945775753328146e-184,2.445515236430352e-166,3.5109079809253534e-140,1.3536534834088672e-276,7.873668299353189e-207,8.647127160610061e-141,9.22740159951591e-149,2.0452586964354175e-139,1.7495319733505594e-112,6.028955514623304e-90,1.8276972676563507e-132,9.03490585306378e-183,1.0694015241250895e-229,2.7612271717871965e-111,5.0042989097176505e-192,2.15501248468133e-186,5.187756591045454e-151,1.068912738691526e-143,6.080276048915742e-228,2.659741980033711e-138,3.8976406445359384e-139,6.240946425872228e-109,3.12854971466363e-239,8.943316935935294e-124,4.0986966641860573e-196,1.5625104804356274e-189,9.11060449316782e-102,1.428496334069605e-153,3.9823849440013223e-277,4.346631451903184e-187,1.3337373025097288e-132,4.197292601048388e-179,1.3398146269787362e-100,1.7639722064066027e-116,3.5778627452890094e-94,9.148945828814142e-80,1.1602497003761186e-130,2.799309792009896e-228,3.280553452423233e-79
69,159,1.1191628399892786e-303,9.17781419257608e-191,0.0,0.0,1.0,1.0565996018892686e-308,0.0,9.111218505520732e-248,1.208425332834313e-233,1.1621068592219288e-290,6.813242431493807e-278,5.121213588806273e-241,0.0,0.0,3.3835882458989424e-302,0.0,6.493017048516043e-201,1.29758e-318,8.261862598443442e-306,0.0,1.6658387426725198e-276,0.0,0.0,0.0,0.0,0.0,6.573599384245318e-273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9853910247069885e-294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.775566271902114e-294,1.4565510055274782e-245,0.0,0.0,0.0,0.0,5.265607418962771e-304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1e-323,0.0,0.0,0.0,5.34691431456573e-233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.591370631804513e-308,0.0,0.0,0.0,3.572746027477373e-279,0.0,0.0,2.4770316238024255e-275,1.614266636127259e-304,2.0021827779380654e-290,5.686701770488704e-250,0.0,0.0,1.3256e-320
70,161,1.0187680659330346e-102,1.0581364844655266e-129,2.903896549379562e-125,3.3407241453625554e-64,6.13135e-319,1.891806512418409e-83,7.513723707925148e-156,1.0731932739299775e-101,9.663918426472375e-110,1.5783776374172285e-219,1.0150552801543126e-82,5.067148339345609e-159,3.913085942951504e-96,7.970364259770465e-137,9.366377794150352e-174,7.788134494857609e-200,4.9955448003004034e-135,1.2802854307942268e-101,1.1672721530124569e-132,4.2718364037883006e-145,1.3155003721411378e-83,2.44997640247393e-97,3.031864358032296e-90,3.79770596285573e-103,9.276830490179e-160,3.157498666830563e-107,2.887471050622114e-56,7.041482863632785e-132,6.978343910644451e-80,6.601956334853629e-105,9.813593531460155e-94,9.803395728266416e-75,1.4735694604810224e-116,9.157394947048527e-104,1.0644631464981283e-110,3.0111602899508014e-201,2.5337523007080988e-111,1.4694288189368127e-118,5.928177925235889e-122,7.393053112423666e-90,1.8080026395111415e-108,2.677290047209176e-87,7.503463296027448e-152,7.974169718343082e-109,4.6854877661771465e-117,8.094635780047205e-111,1.9722039930146485e-104,1.1133300865019506e-187,2.9999861388363705e-102,2.351735911103248e-125,2.7950829330008534e-62,1.1603283258907759e-91,4.887085769353455e-77,5.3503356549015895e-61,1.0,1.7117765266600108e-54,2.400072515257401e-70,9.744808414267657e-188,3.274977841399734e-99,1.2155807049715758e-127,1.590244332945001e-139,8.064059295252401e-97,1.2066462832901239e-106,9.418323236402279e-230,1.4668519096264376e-113,3.500997888421791e-79,7.017568513300193e-102,4.9636171490982156e-105,1.1527046110708989e-46,8.26634172865701e-48,1.5859544505491602e-70,7.205271987050229e-162,2.763761585216526e-160,5.387131796932204e-82,1.3007834776159826e-158,2.1388248932953994e-104,8.104219115275065e-63,2.650100168721062e-94,6.932841002267223e-169,1.609122614045512e-69,4.2606767294024356e-110,4.386533382806912e-74,1.2110161937546185e-178,6.751036016212191e-82,4.297577628905642e-153,4.369818155442418e-95,2.0188006033063633e-68,1.522416763548629e-77,2.706215261362593e-192,6.848942627777325e-201,5.920345194836469e-110,2.7167147305211374e-157,2.594583247820369e-81,4.862221019532102e-107,3.157292570751059e-88,5.87608983017416e-151,8.579780986552088e-90,1.8049035012942922e-146,1.6810647778923297e-80
71,162,3.5523619688675313e-281,0.0,5.50751229090703e-185,1.8604580268220716e-171,0.0,3.239290891665521e-217,6.328606410304947e-232,6.33699804650869e-229,7.802927343792844e-271,0.0,2.4173077542954932e-237,6.819702930964808e-299,1.86e-321,3.7268997764386617e-239,2.768725176955263e-306,3.194731429198419e-267,1.1129317255109716e-300,2.0794674493115106e-159,1.8907416982771956e-282,0.0,3.8018421387352485e-275,4.856933012965942e-185,1.8506303062873857e-157,1.2213146160619895e-188,6.230661830535474e-212,3.8017326035713768e-146,4.741891744869285e-227,7.317948318931818e-177,1.5273641747406398e-143,3.39586320802206e-142,1.8620878453594105e-147,1.955761744360323e-153,2.4937484357434655e-201,9.105725568101893e-200,7.426489780554491e-166,4.2318315231763e-310,2.5620149401698594e-212,3.949091277669713e-152,2.3489253668285714e-140,4.0354328594656295e-133,1.1368415885500504e-136,9.645391951062977e-288,2.8048663581240227e-227,7.775719390806232e-178,1.653577128105706e-91,2.3852806336552703e-198,5.073283849384557e-236,0.0,3.316893606016812e-301,3.824261340392696e-254,1.5395693142836955e-200,7.241974907344078e-230,6.537320669075347e-177,3.0606760591838526e-236,1.7807032401391826e-218,2.0160873122940253e-186,2.277778286935018e-247,1.0,1.3593027169181386e-169,2.3325502068679647e-251,5.7857600718588465e-204,2.8570311150325545e-229,1.460937660042538e-146,4.8977e-320,6.88142442508648e-297,2.444979520461769e-250,1.885306087115911e-185,3.964158356356626e-142,2.6176696895368992e-185,1.0512350385923687e-171,7.906696886382764e-187,2.5128445299980555e-261,1.3309708100885468e-231,1.597789808545615e-184,0.0,1.2012039259435604e-284,2.016151554083846e-222,3.558666374241818e-198,6.421347157325252e-302,2.2738608799471555e-167,8.600393409999172e-251,1.959282806790911e-181,3.984010194230786e-256,1.8976463438993426e-217,4.93146419918374e-249,3.361150684633504e-276,2.9291186503219454e-200,6.85726803973485e-174,1.8853090001116297e-270,1.753985024584654e-308,3.0271655058973336e-185,3.6365424732031444e-304,2.5984256175765927e-209,3.4882602696775976e-276,4.531085023305011e-221,5.000960935e-315,6.42593421958334e-154,2.8425504089960036e-254,8.227998354529328e-253
72,170,1.038847969989518e-170,3.108682991812126e-215,5.765630173269617e-141,7.585868074186251e-72,0.0,3.0739070979718174e-127,5.5262399039148305e-139,2.4957908169293548e-166,4.6461970151197195e-157,0.0,1.0334390655847611e-116,3.233957679845549e-192,5.9676989198549095e-180,6.423865187704735e-191,7.710047497489351e-224,2.2986641094878604e-137,3.0424643133558105e-190,5.259736440105945e-147,1.124473618737118e-181,7.084794079614468e-208,4.140304476291573e-136,1.2819472503995195e-93,1.0293658816654274e-53,6.048768395371612e-81,1.5168241092290647e-104,1.7581310589583996e-53,1.3794669893501514e-142,2.618350950038126e-136,3.41448755816771e-45,1.0,1.5318776586889284e-61,8.352595347524695e-74,1.5510891289619381e-117,2.4980374570781485e-105,8.850737235468295e-68,1.9932190211883772e-247,2.53315871915188e-93,6.020367271140581e-32,7.690011426469266e-46,3.550822709514417e-44,1.2969323530341298e-55,2.675288813953951e-176,6.724880228574547e-138,1.1260074044521206e-97,6.330404153709559e-139,2.2724970312514657e-129,4.3927184546001753e-150,5.954367163191623e-226,2.9734506880654224e-183,5.480654677828598e-152,5.104111644043547e-110,5.788616673790626e-120,1.1707880810318587e-104,6.671458861884732e-129,4.919901434111628e-105,1.8136204564174784e-68,3.9018879420457895e-140,5.878667906051158e-120,5.933726796754912e-123,6.214082583922578e-163,6.902097028793268e-152,1.245956876401117e-141,2.9353770758928066e-87,2.319072229311335e-258,4.477812105080496e-170,1.0621521887388798e-151,9.434496612395225e-108,4.3860555590958413e-72,6.425466312048155e-95,6.87611778464175e-91,2.3669906366708767e-84,5.199435507099825e-187,4.164683518446417e-153,1.8883617725123158e-116,1.3213332534987635e-247,7.85729362328196e-208,2.0576451655070913e-133,9.582722277879059e-114,3.814774078355428e-227,7.29258628659538e-71,9.550318824960975e-130,2.4396388572075373e-78,2.433126487105278e-207,6.944726819042801e-125,3.144004624140013e-157,5.145196480611874e-183,1.1328917743921924e-108,1.3185988999631214e-96,1.9827016943256837e-213,1.9229946449848774e-229,1.3067175372004565e-97,4.541118656031563e-201,4.4620650835362066e-120,1.3536072638305153e-126,1.2100898646314282e-122,1.279826816827523e-208,1.957112015281451e-66,3.502978152803984e-181,6.996184406648166e-155
73,172,9.013999782945326e-116,1.0170607253463743e-148,4.298181920543756e-208,1.380278343403569e-100,4.121959901691829e-266,7.935429329110399e-157,6.558499151415457e-157,1.0,2.222439204604731e-77,6.527471576014351e-246,1.0314493670574757e-97,2.557669764785633e-119,1.1004623684335335e-144,1.0601084974319984e-121,5.989853654286289e-153,9.923165046000177e-264,1.7280173965486898e-109,1.1930049574603554e-57,1.738688859381726e-162,3.756729598164381e-189,4.19688451155515e-108,7.635071957658597e-186,2.9404943360969444e-148,5.940275788035661e-185,8.813925555017425e-211,5.915755953552437e-162,3.986005759402602e-65,7.92235391213164e-206,4.772824389436491e-145,1.1733936281801216e-167,1.893247201490228e-158,4.905763647462088e-128,3.3334648359440994e-171,1.7189109867286896e-167,3.5367615917063737e-189,6.0469442875175446e-207,1.0456431017834714e-188,8.742312445657946e-204,3.4041414585228734e-212,4.457045203539077e-162,1.4606475669797993e-175,2.994156734585875e-145,5.989975770924212e-191,3.5931801977481314e-151,6.424424523115085e-91,2.4446986046259985e-179,6.171833312358236e-202,6.963881260880593e-213,1.2880206935580279e-117,8.407218586328544e-85,5.220801923685888e-142,9.733795277717263e-165,1.0006166468879269e-139,9.239343157989285e-122,1.4429242593484646e-127,2.2823311181746612e-127,4.037488302713528e-165,7.551223687211334e-153,2.8754095759414643e-100,1.0546744153537773e-195,2.140920018306592e-173,1.7819358074293277e-185,2.844290014210765e-158,8.048773677188826e-272,1.210574187827999e-199,1.0576481889016586e-173,3.0827084455185538e-164,7.41251388205892e-169,3.369143881466211e-135,1.6752235662876512e-108,5.775081644293674e-168,6.531868251958888e-192,1.1660779081183103e-237,3.792032454873788e-85,2.254415017963353e-230,1.313650794408499e-179,3.65438517865671e-164,2.0410676554450518e-176,1.9908778524260521e-202,2.868385053798237e-142,7.043370007466554e-156,1.8858779710375575e-126,1.154775217924262e-221,5.0383223311014945e-136,4.246918399456985e-177,2.4735358408940624e-174,5.2907495940678995e-117,1.0370927707835416e-157,2.2894331984934922e-250,5.829235183967589e-145,1.6470654652652975e-135,4.379238212951359e-164,5.356945143280122e-80,1.6079158135973488e-107,4.7723645363711156e-77,1.6330505070655096e-111,5.283324334413251e-160,4.359321634956454e-239,1.941810850051075e-144
74,174,2.3773531936792424e-134,2.1690178562471366e-185,1.8523165547925805e-130,3.4450560330987753e-54,0.0,9.008027174306601e-108,3.757686511415595e-140,2.4802429049314454e-142,3.737655513499851e-133,6.283596429108438e-299,9.118039222843196e-83,1.0239063267601631e-184,1.5603866641674873e-165,2.438283022417924e-136,2.262590054595504e-193,1.0919574388740359e-165,6.515423213546949e-147,6.877439234369482e-132,2.518111551572255e-191,5.363744326240156e-189,4.700358045110759e-127,1.368052810186605e-45,1.8804285688996507e-59,1.1842195215445157e-99,2.055382751435786e-154,1.4823866247044324e-66,2.0176177334501556e-88,1.3638302218487833e-88,5.2488275635573206e-83,1.2472617294702982e-78,4.106271866117684e-73,1.0,1.7918879840605574e-64,2.411720775218942e-75,1.7520974731666173e-80,8.100767318631927e-247,9.11147323654915e-93,1.6004866559084324e-103,1.6911132313617852e-104,2.762372745768602e-67,3.039376366710138e-72,2.1245409946477463e-135,1.716260387347234e-154,5.320160398734407e-100,7.859528592722435e-89,1.3456844884195148e-59,2.5391412241257025e-56,6.177012478734989e-245,1.258983520362266e-166,1.1473544524499244e-132,2.692515231761388e-92,1.425034508997786e-55,9.341398922748386e-90,3.961563220271422e-123,9.085920684786682e-92,2.7918101421658775e-80,7.11568845801446e-97,9.585141310176499e-145,2.3786673823948453e-76,5.974242787533285e-148,1.1761252733701557e-136,1.1796901654367964e-150,6.256915219511456e-99,2.640895138204312e-242,5.2514174374872395e-111,1.8857542638408017e-110,1.1031211482380351e-98,1.2467193800334345e-80,4.272501359803062e-55,6.0646111477438115e-83,2.650856991127679e-100,7.222227202718398e-173,8.475253983783453e-134,4.14762009374333e-98,1.786884423174166e-164,5.391331841086295e-141,4.831334649303397e-131,2.826879258635755e-76,3.4739097160387075e-156,7.399120246768744e-74,4.394653617425351e-134,5.020065275526846e-69,4.710775578559002e-186,4.1737625677120626e-72,1.3965153393023114e-119,4.195041197059439e-152,1.2376230807765316e-101,1.716958502397541e-100,3.968408409459469e-160,1.2202287649937466e-237,9.90372993655501e-114,2.3589918881097375e-184,2.8035663149319155e-85,1.438815852963349e-134,3.2467851752483703e-78,7.636800173766998e-159,7.827174713958945e-82,6.364452890770882e-131,4.5289200618744404e-116
75,176,5.892887662694638e-116,1.6792202419517258e-110,1.0396496668597385e-195,1.2087126160313375e-79,0.0,8.943213866280747e-163,3.252344760104674e-204,2.4397479408975317e-127,2.568656313357568e-119,1.2349560780556894e-239,3.7132301935624617e-103,1.8514563111339545e-156,1.8225296842829247e-139,2.33321419324435e-117,1.416595030344957e-159,2.112274746518237e-239,3.3154217906510235e-130,2.0036984831164348e-147,2.6638035426706585e-163,2.3169798042381578e-113,1.0516197781256533e-125,7.83677788082996e-142,3.061321252846168e-138,4.925433226451198e-161,3.0931395274845863e-181,3.479454012849482e-140,5.988741751579094e-108,7.4688664984726674e-180,5.102792429038404e-143,1.2527243849316686e-160,2.3930137818025536e-123,2.3997014765063487e-128,3.962444753865103e-167,9.38352242492889e-173,5.5804757572105735e-173,1.614449810019669e-274,2.849226110639877e-178,1.1055139245324809e-187,5.225992376277429e-199,3.851005702943601e-138,2.2880650538438098e-165,6.66530557040228e-104,2.412145198813972e-217,1.1446305294906968e-131,1.3605402726963003e-167,6.163228582610336e-179,4.142313334077911e-170,2.172196464860113e-152,1.6920093914706897e-91,1.0229143941286492e-155,1.8272804513584473e-100,2.176648796113898e-177,1.7864429265879713e-123,2.8035661694364646e-97,1.1180508367501242e-112,3.549430279344075e-118,5.5438601495800257e-132,5.642251761655748e-252,1.699945136639939e-162,1.8563075553041854e-202,1.307614693600245e-158,2.3779102320951844e-204,3.938603546778931e-164,7.412475337560669e-305,2.805861583573067e-193,2.0037966872498893e-127,1.7234026853802554e-172,2.270399841413976e-141,1.4380698116872144e-108,8.443725350345646e-99,3.66983433699046e-140,1.1256380597620048e-219,3.031614485267509e-217,4.23368048611786e-138,8.158747657252678e-231,5.36946331290922e-207,1.7602632673982904e-129,1.6948414338438382e-148,7.0977778529523785e-230,2.3053391445796794e-137,5.4136767892413255e-204,7.2635376354967136e-127,9.478784386636905e-263,1.9121728846324803e-139,7.4794103665524895e-211,7.993644960565762e-130,8.283183117444677e-96,2.8281097650852434e-119,6.31570774246e-312,4.451696477120077e-222,1.0947067801723032e-153,5.287183247854005e-176,3.011231676085044e-145,9.648580587919522e-146,1.7236225592757949e-74,2.2227473226479732e-141,2.521066881050069e-132,1.490934954503792e-174,1.0
76,177,4.160731902707816e-119,3.792846649556063e-157,3.194158499934345e-146,2.8588398785571797e-84,6.151641439502389e-297,3.462639668609732e-125,6.853708359946694e-158,1.5768580851494623e-62,6.01215568419038e-108,3.0867751324441916e-273,2.4835891639653698e-51,3.3982516545347196e-112,1.7350949989133007e-149,1.9313124754788163e-119,1.9103395606139575e-174,2.9439509209716893e-211,7.792431226367052e-133,7.398910407665272e-103,1.1702483119554179e-154,2.057106646079947e-175,3.5027256813520093e-112,8.762418502434968e-137,1.2318417841164227e-115,3.98031806452728e-137,1.7850098883133225e-177,4.3643782720265175e-134,1.9163242643250517e-97,1.1215234705325132e-163,8.349555305065734e-101,6.649874665609066e-122,1.6485883107609072e-116,9.84419838731912e-84,5.1136557471584305e-130,1.040393965790614e-129,6.631155539649998e-140,1.620426604650422e-177,6.408176476350119e-157,2.577578765722799e-171,9.083489593960232e-172,7.393626854150807e-129,1.2593403309975308e-137,1.3930086149259489e-164,4.2421319207062714e-134,1.7941974387366887e-105,6.660470017475901e-77,2.42249139272547e-150,3.3508497101652645e-137,1.0935132755021105e-226,2.1119968261071682e-148,5.757426764170288e-96,9.243104201026534e-114,1.1959275755282703e-136,8.088669095222276e-105,1.2339621371001742e-109,9.379241793469224e-101,1.2199282008631435e-100,1.6275286359715454e-136,1.0497219138714623e-182,3.068408815723666e-101,1.9298797408721475e-183,7.389698088123095e-153,5.152183691706467e-134,1.0817160072520522e-136,2.0557829251471784e-278,4.238149574812538e-147,5.668592044705829e-136,9.137356842528729e-104,3.9235694475363196e-125,4.081368686103731e-83,3.729724659380085e-78,1.6668895895007273e-118,1.0547158441856469e-192,1.6680720305027804e-197,7.224274943322068e-53,1.2074675488129173e-205,1.0368075500049039e-160,6.52534664165786e-145,4.2427839760767314e-131,2.132842687794229e-201,2.2809261416969793e-106,9.33382430278534e-137,2.0963106166911726e-61,6.371486368611026e-220,8.722781987393362e-117,1.6210245855591998e-176,2.540714178478678e-167,3.512870560073298e-77,6.972805127299284e-137,2.0210224066259736e-230,1.7558739877321346e-199,1.253892617894431e-94,2.1911925461336867e-166,1.0,1.0138136421730655e-94,4.917319453356655e-78,8.340796560291436e-143,2.636505538203998e-119,6.73344489958898e-202,2.54238205066954e-113
77,180,7.637241829265029e-61,6.312222373101331e-119,8.86868341877075e-125,3.844851565517548e-32,0.0,9.20055284511137e-45,1.5667028065368272e-86,4.4504898090741933e-76,1.0963794157779496e-55,3.204896703821929e-235,1.327152491706138e-44,1.8105814956041135e-101,1.1893110831571312e-117,9.309630297502545e-84,2.008892409470926e-114,1.3418211395325803e-131,2.0472688771630605e-91,1.3169247151263785e-86,1.8871768082021628e-149,3.518860383404868e-144,2.6765840180788245e-58,2.701456477585485e-61,7.101258499775537e-56,8.404624503354692e-100,4.452052191423184e-170,6.034230815474944e-84,1.5339387217621424e-26,1.8088284660862165e-101,3.104996686299652e-56,3.567150523486525e-61,1.653804549896356e-62,0.9998995624618108,2.508743902880843e-68,7.459818629730592e-45,9.576705892456389e-52,9.304797305247347e-208,2.9045208522331284e-107,2.0125567775403968e-72,2.4705462120134807e-107,5.1343228284677386e-45,1.827845795538808e-67,1.8377413679095327e-97,2.832530172129648e-96,8.43393646976174e-76,3.8075451426608163e-78,3.0294745847894884e-29,3.2413022803448626e-70,1.3300019751091488e-158,2.5223881201782055e-103,5.231276928243901e-83,1.229793145835597e-47,2.0738441040301528e-37,1.314590692698683e-42,9.350475772537149e-84,2.5909736468499883e-65,2.95209609605685e-37,4.3034888205551303e-66,5.256636103183733e-144,9.951772756944811e-29,8.414691886523508e-71,5.284098568878062e-122,3.1705231421122082e-115,1.0397469647592577e-113,5.775061515080736e-188,3.084831391348206e-98,3.865864865967743e-112,2.993738002014429e-74,5.543994312178038e-78,2.089804310159501e-46,6.990079488266299e-23,3.912028306396571e-63,1.879379984912733e-102,1.248114964780669e-94,3.8265483873528587e-69,9.436622949285538e-131,9.846529097806161e-132,4.0284652478801374e-85,6.189308891018135e-59,7.96518851005953e-105,2.0410929395791603e-26,2.3423417636287644e-71,5.734009508380597e-28,4.741270219318622e-108,1.5774225039606152e-14,0.00010043753817180344,8.517683335610728e-133,6.154505911084843e-57,5.340315984278574e-78,2.5093279306461658e-192,2.6003063657159317e-131,2.681813077647718e-70,2.698543200666968e-134,7.052314798769893e-47,2.8239169726205018e-71,1.6310459218021398e-15,2.2599566162391404e-88,7.099355090321653e-53,1.445060149523313e-135,3.708131383758344e-87
78,181,1.6397376083184605e-137,8.155513108016642e-191,5.789075622075933e-145,2.719026989173142e-48,0.0,2.6845504228603463e-108,2.5229441204775877e-110,5.6136067883386125e-154,9.772385797572456e-135,6.066517247663478e-290,6.517974591295528e-103,1.8845983001335243e-195,8.525838645886058e-160,7.700623001949326e-163,9.051240940931997e-201,1.821081699039011e-140,6.673874846371801e-147,5.0118288268029013e-141,9.418135685105739e-145,8.719546496677326e-189,1.5319065569419377e-124,4.0402446538297376e-67,2.3016503677066297e-25,2.7226497760782047e-61,4.0716908278734925e-100,1.0,5.899957703371687e-127,1.4101784133230009e-113,3.436243985393118e-61,6.477203566869237e-56,6.183876782434317e-59,7.607598512357698e-54,4.9539784803116436e-113,2.0603545609970974e-100,1.8204165022930607e-85,3.6399103453526265e-231,6.633412096142578e-83,1.9122327339116854e-74,6.752774678583861e-79,4.5058436988490637e-41,9.166847187380355e-64,6.277774739521135e-158,1.1059002278860033e-158,2.0054445783026098e-75,1.1838337292223065e-127,2.663610758427189e-107,4.425597485207552e-121,6.851824509475204e-228,6.802664546051064e-172,1.766796925712458e-150,6.402673366454567e-75,5.735907793444753e-99,1.392597469783936e-88,5.280054623388718e-99,1.4935397460385754e-91,1.0499265647521365e-86,4.140954640085567e-105,3.3946186183471834e-141,5.13867840693042e-123,1.1426245451155713e-133,3.1143636591257466e-116,1.5195322414205758e-132,7.854909875250832e-75,1.5128157574844452e-221,9.952932470431019e-158,4.992916343272119e-100,8.183272023798909e-102,1.4895535800273545e-57,4.762556985908793e-72,3.441386918287888e-72,1.608078852826455e-63,3.8338965726079304e-142,7.601563782696838e-115,3.751049424720935e-97,2.5346011255896762e-197,1.4993350128050693e-179,1.452394887486355e-119,5.764639232659362e-73,5.157131976333397e-159,2.1309606428400889e-78,4.48748768604158e-112,1.1797910081961862e-73,9.769507369530317e-176,5.335873549221671e-106,2.500347819737441e-156,4.254209419076949e-152,2.298931403369327e-85,3.321598983951514e-66,8.781544753677813e-189,3.146459947749868e-222,3.883467946924357e-108,4.125353008010919e-183,4.534362710332378e-113,6.35298429770789e-113,8.598606144245152e-99,1.3325497577339465e-168,9.362546963923914e-59,1.5585634168281992e-128,9.419676153940902e-106
