itemcode,etfTabCode,itemname,nowVal,risefall,changeVal,changeRate,nav,threeMonthEarnRate,quant,amonut,marketSum
243880,2,TIGER 200IT레버리지,64020,2,190,0.3,64061.0,42.5413,44149,2755,512
292500,1,SMART KRX300,18855,5,-85,-0.45,18893.0,11.9716,11413,213,509
304780,1,HANARO 200선물레버리지,27400,5,-445,-1.6,27348.0,27.7,11437,314,493
130730,6,KOSEF 단기자금,100965,5,-10,-0.01,100966.0,0.1934,1168623,117995,486
305080,6,TIGER 미국채10년선물,11555,2,75,0.65,,0.6134,43723,505,485
375770,2,KODEX 탄소효율그린뉴딜,9670,5,-70,-0.72,9689.0,,18308,176,484
245340,4,TIGER 미국다우존스30,18355,2,360,2.0,,10.0275,52564,965,477
122260,6,KOSEF 통안채1년,101115,5,-35,-0.03,101115.0,0.1832,1017849,102934,475
292050,1,KBSTAR KRX300,19075,5,-125,-0.65,19073.0,12.5439,1005,19,448
280930,4,KODEX 미국러셀2000(H),14380,2,120,0.84,,16.0292,39795,571,446
272570,6,KBSTAR 중장기국공채액티브,103270,5,-405,-0.39,103244.0,-0.2358,36,3,420
365000,2,TIGER KRX인터넷K-뉴딜,10750,5,-180,-1.65,10787.0,9.7389,140796,1495,419
359210,1,KODEX 코스피TR,13755,5,-85,-0.61,13783.0,12.566,15965,218,413
139250,2,TIGER 200 에너지화학,19450,5,-465,-2.33,19461.0,17.8053,68361,1327,412
356540,6,KINDEX KIS종합채권(AA-이상)액티브,98130,5,-460,-0.47,98122.0,-1.0439,4,0,393
228810,2,TIGER 미디어컨텐츠,6730,5,-65,-0.96,6759.0,21.231,135566,906,386
329750,6,TIGER 미국달러단기채권액티브,9765,2,60,0.62,,4.4109,161019,1574,383
228800,2,TIGER 여행레저,4830,2,25,0.52,4827.0,6.6592,465302,2249,383
371450,4,TIGER 글로벌클라우드컴퓨팅INDXX,10140,2,65,0.65,,0.4486,47650,480,381
306520,3,HANARO 200선물인버스,9250,2,70,0.76,9275.0,-13.8433,26700,247,370
360140,2,KODEX 200롱코스닥150숏선물,12295,2,25,0.2,12297.0,17.6978,522,6,369
363570,6,KODEX 장기종합채권(AA-이상)액티브KAP,96155,5,-345,-0.36,96208.0,-2.4119,1,0,363
289040,2,KODEX MSCI KOREA ESG유니버설,12375,5,-45,-0.36,12374.0,14.0495,23815,293,359
114460,6,KINDEX 국고채3년,106575,5,-310,-0.29,106587.0,-0.0468,380,40,352
169950,4,KODEX 중국본토 A50,23030,5,-420,-1.79,,7.5688,8190,189,345
304770,1,HANARO 코스닥150,13520,5,-80,-0.59,13551.0,-3.9209,3738,50,341
139270,2,TIGER 200 금융,6820,2,140,2.1,6823.0,9.7781,679542,4628,340
364990,2,TIGER KRX게임K-뉴딜,10590,5,-40,-0.38,10581.0,2.5072,145374,1524,339
304940,4,KODEX 미국나스닥100선물(H),15760,5,-190,-1.19,,-0.3125,58114,914,339
114100,6,KBSTAR 국고채3년,112755,5,-295,-0.26,112762.0,-0.1105,96,10,338
114470,6,KOSEF 국고채3년,112175,5,-330,-0.29,112185.0,-0.0534,546,61,337
099140,4,KODEX China H,22200,5,-125,-0.56,,10.9592,18695,418,333
261250,7,KODEX 미국달러선물레버리지,9435,2,110,1.18,9453.0,9.1281,331383,3134,327
123320,3,TIGER 레버리지,23850,5,-335,-1.39,23815.0,28.3364,292315,6922,310
309230,2,KINDEX 미국WideMoat가치주,15470,2,285,1.88,,13.0256,638239,9754,309
322400,2,HANARO e커머스,16195,5,-205,-1.25,16191.0,14.5251,24563,394,308
292160,1,TIGER KRX300,18830,5,-145,-0.76,18859.0,12.1321,3640,68,301
217780,4,TIGER 차이나CSI300인버스(합성),7885,2,140,1.81,,-7.7428,22149,172,300
138230,7,KOSEF 미국달러선물,11995,2,60,0.5,12018.0,4.4547,26111,313,299
269540,4,ARIRANG 미국S&P500(H),15655,2,85,0.55,,4.2517,14075,220,297
252420,3,KBSTAR 200선물인버스2X,2210,2,30,1.38,2231.0,-27.2121,1162829,2595,296
203780,4,TIGER 미국나스닥바이오,19610,2,235,1.21,,5.1218,23865,464,294
227830,1,ARIRANG 코스피,30500,5,-200,-0.65,30622.0,12.4171,4985,152,290
354500,1,KINDEX 코스닥150,13520,5,-75,-0.55,13541.0,-4.0918,25291,338,284
200250,4,KOSEF 인도Nifty50(합성),16030,2,150,0.94,,17.2388,28616,455,281
252400,3,KBSTAR 200선물레버리지,22880,5,-370,-1.59,22850.0,27.537,46513,1057,275
266410,2,KODEX 필수소비재,9780,5,-50,-0.51,9791.0,9.8324,10911,106,274
152870,1,파워 200,42035,5,-270,-0.64,42102.0,14.4151,209,8,273
204450,4,KODEX China H 레버리지(H),7260,5,-225,-3.01,,12.5563,57826,420,269
250780,3,TIGER 코스닥150선물인버스,4995,2,40,0.81,5044.0,2.376,956122,4817,267
276970,4,KODEX 미국S&P고배당커버드콜(합성 H),10140,2,170,1.71,,4.9915,27281,275,264
337160,2,KODEX 200ESG,14625,5,-65,-0.44,14592.0,17.1918,14524,211,263
276650,4,KBSTAR 글로벌4차산업IT(합성 H),19490,5,-360,-1.81,,2.7166,6174,120,263
363510,6,SMART KIS단기통안채,100230,3,0,0.0,100234.0,0.1448,0,0,263
332620,6,ARIRANG 미국장기우량회사채,93950,2,1150,1.24,,-6.6681,630,59,254
253250,3,KOSEF 200선물레버리지,22610,5,-325,-1.42,22507.0,27.2752,29431,664,253
329650,7,KODEX TRF3070,10920,2,30,0.28,10881.0,2.2535,62415,681,251
279530,2,KODEX 고배당,8895,3,0,0.0,8894.0,6.7827,8466,75,249
211900,2,KODEX 배당성장,14545,5,-100,-0.68,14543.0,13.6152,5299,76,247
277540,4,KINDEX S&P아시아TOP50,16240,2,15,0.09,,14.6643,130906,2130,244
228790,2,TIGER 화장품,3705,5,-15,-0.4,3702.0,10.7142,190308,704,240
223190,2,KODEX 200가치저변동,10910,2,15,0.14,10909.0,15.1691,7599,82,240
367740,2,HANARO Fn5G산업,11985,5,-35,-0.29,11980.0,9.0744,25742,303,240
139220,2,TIGER 200 건설,2680,2,15,0.56,2676.0,18.4444,165594,436,234
278620,6,ARIRANG 단기채권액티브,105930,3,0,0.0,105865.0,0.1891,0,0,234
319640,4,TIGER 골드선물(H),12260,5,-115,-0.93,,-9.4071,29688,362,233
182490,6,TIGER 단기선진하이일드(합성 H),12185,5,-35,-0.29,,1.8333,428259,5257,232
368680,2,KODEX Fn K-뉴딜디지털플러스,12010,5,-235,-1.92,12006.0,5.834,18515,220,228
218420,4,KODEX 미국S&P에너지(합성),7100,2,60,0.85,,40.239,118378,830,223
332610,6,ARIRANG 미국단기우량회사채,96615,2,605,0.63,,4.3586,160,15,222
117460,2,KODEX 에너지화학,18470,5,-425,-2.25,18475.0,19.6643,44970,823,220
316670,1,KOSEF 코스닥150,6775,5,-50,-0.73,6777.0,-3.4654,815,5,220
225130,4,KINDEX 골드선물 레버리지(합성 H),15330,5,-335,-2.14,,-18.5176,24456,373,215
237370,7,KODEX 배당성장채권혼합,11675,5,-40,-0.34,11666.0,4.0408,7160,83,210
244580,2,KODEX 바이오,13795,5,-155,-1.11,13904.0,-10.4047,37876,520,210
236350,4,TIGER 인도니프티50레버리지(합성),19050,2,325,1.74,,37.1794,23359,441,210
292730,1,FOCUS KRX300,18990,5,-215,-1.12,19016.0,12.3756,4,0,209
225800,3,KOSEF 미국달러선물레버리지,8990,2,135,1.52,8997.0,8.6503,11280,101,208
285690,2,FOCUS ESG리더스,10595,5,-55,-0.52,10583.0,15.6979,26,0,207
322410,2,HANARO 고배당,9560,2,35,0.37,9569.0,10.1156,2211,21,206
227540,2,TIGER 200 헬스케어,24540,5,-270,-1.09,24538.0,-20.4808,10495,256,201
341850,7,TIGER KIS부동산인프라채권TR,5245,5,-10,-0.19,5251.0,1.5458,8968,47,199
276990,4,KODEX 글로벌4차산업로보틱스(합성),16765,2,200,1.21,,10.8397,30475,508,196
306950,3,KODEX KRX300레버리지,19600,5,-250,-1.26,19552.0,23.2919,21767,419,196
152380,6,KODEX 국채선물10년,69235,5,-155,-0.22,69300.0,-2.713,10135,701,195
337150,2,KODEX 200exTOP,13825,5,-135,-0.97,13786.0,13.542,30,0,194
304660,6,KODEX 미국채울트라30년선물(H),11735,2,65,0.56,,-11.4904,13037,152,188
243890,2,TIGER 200에너지화학레버리지,19725,5,-945,-4.57,19761.0,35.098,41077,802,187
138520,2,TIGER 삼성그룹펀더멘털,12000,5,-95,-0.79,11995.0,9.6057,187752,2250,187
138530,2,TIGER LG그룹+펀더멘털,11010,5,-5,-0.05,11019.0,20.7785,27180,297,187
138910,5,KODEX 구리선물(H),7475,2,30,0.4,,14.7149,100662,759,187
266420,2,KODEX 헬스케어,18550,5,-230,-1.22,18707.0,-16.7185,14519,268,186
287180,4,ARIRANG 미국나스닥기술주,19325,5,-455,-2.3,,5.2967,30832,596,184
251590,2,ARIRANG 고배당저변동50,10325,5,-5,-0.05,10327.0,9.4279,3709,38,181
230480,3,KOSEF 미국달러선물인버스2X,8455,5,-115,-1.34,8463.0,-8.9751,2245,18,178
365040,1,TIGER AI코리아그로스액티브,13180,5,-75,-0.57,13207.0,15.311,6970,91,171
337120,2,KODEX Fn멀티팩터,14230,5,-105,-0.73,14222.0,13.2306,1567,22,171
139230,2,TIGER 200 중공업,2840,2,60,2.16,2837.0,0.7246,209843,588,170
304760,1,HANARO KRX300,18740,5,-100,-0.53,18723.0,12.4373,26,0,169
143460,2,KINDEX 밸류대형,9905,3,0,0.0,9895.0,17.9868,62,0,168
253160,3,ARIRANG 200선물인버스2X,4425,2,60,1.37,4453.0,-26.9457,445394,1998,168
225050,4,TIGER 유로스탁스레버리지(합성 H),8395,2,365,4.55,,8.5868,27795,232,168
256440,4,KINDEX 인도네시아MSCI(합성),8665,5,-35,-0.4,,2.1126,7832,67,165
275290,2,KODEX MSCI밸류,12585,5,-20,-0.16,12588.0,15.8015,596,7,164
272910,6,KINDEX 중장기국공채액티브,101180,5,-285,-0.28,101160.0,-0.5908,2,0,159
331910,2,KOSEF Fn중소형,22075,5,-310,-1.38,22039.0,19.5141,74,1,155
091220,2,TIGER 은행,7285,2,150,2.1,7316.0,11.2236,192429,1403,153
183700,7,KBSTAR 채권혼합,63680,5,-115,-0.18,63660.0,4.0446,217,13,153
153270,1,KOSEF 코스피100,31620,5,-180,-0.57,31625.0,14.0602,84,2,152
248270,4,TIGER S&P글로벌헬스케어(합성),15150,2,235,1.58,,1.3591,1601,24,152
122090,1,ARIRANG 코스피50,29250,5,-65,-0.22,29258.0,14.4893,1056,30,149
245350,4,TIGER 유로스탁스배당30,12375,2,575,4.87,,10.5179,17127,210,149
361590,2,KBSTAR 코스피ex200,12305,5,-85,-0.69,12302.0,10.4278,49625,605,148
270800,2,KBSTAR KQ고배당,14715,5,-60,-0.41,14717.0,8.3608,1003,14,147
168300,1,KTOP 코스피50,29635,5,-165,-0.55,29650.0,14.7036,301,8,147
284430,6,KODEX 200미국채혼합,12970,2,100,0.78,12931.0,5.8388,6220,80,145
108590,1,TREX 200,41415,5,-310,-0.74,41507.0,14.0494,53,2,145
280320,4,KINDEX 미국IT인터넷S&P(합성 H),18075,5,-485,-2.61,,1.95,1931,34,145
237350,1,KODEX 코스피100,32055,5,-115,-0.36,32048.0,13.6347,2107,67,144
279540,2,KODEX 최소변동성,11980,5,-95,-0.79,12020.0,6.5284,43,0,144
271060,5,KODEX 3대농산물선물(H),10185,5,-110,-1.07,,23.7379,18354,187,144
276000,4,TIGER 글로벌자원생산기업(합성 H),12990,2,10,0.08,,13.4119,3963,51,143
241180,4,TIGER 일본니케이225,17820,2,110,0.62,,8.4905,526,9,143
140950,1,파워 코스피100,32100,5,-30,-0.09,32036.0,13.9765,99,3,141
210780,2,TIGER 코스피고배당,12635,5,-45,-0.35,12691.0,12.4611,2504,31,140
285000,2,KBSTAR 200IT,16925,5,-90,-0.53,16926.0,22.015,23445,395,139
253150,3,ARIRANG 200선물레버리지,45540,5,-555,-1.2,45329.0,27.6869,16341,740,137
307010,3,KBSTAR KRX300레버리지,19500,5,-200,-1.02,19445.0,24.2118,15788,300,137
229720,1,KODEX KTOP30,22400,5,-250,-1.1,22398.0,14.8871,3730,82,134
117680,2,KODEX 철강,8225,5,-120,-1.44,8216.0,21.2055,315202,2606,132
292750,1,ARIRANG KRX300,18915,5,-60,-0.32,18953.0,11.9799,131,2,132
238720,4,KINDEX 일본Nikkei225(H),18870,2,40,0.21,,9.2544,149,2,132
219900,4,KINDEX 중국본토CSI300레버리지(합성),5470,5,-165,-2.93,,11.6947,33096,179,131
364690,1,KODEX 혁신기술테마액티브,13075,5,-25,-0.19,13051.0,13.6659,14720,190,131
239660,6,ARIRANG 우량회사채50 1년,108450,5,-80,-0.07,108454.0,0.2123,383,41,130
371130,4,KINDEX 블룸버그베트남VN30선물레버리지(H),12935,5,-95,-0.73,,22.0037,8764,113,129
213610,2,KODEX 삼성그룹밸류,9165,2,5,0.05,9162.0,7.0093,51310,467,128
308620,6,KODEX 미국채10년선물,11410,2,65,0.57,,0.0,17738,202,126
315270,2,TIGER 200커뮤니케이션서비스,28250,5,-215,-0.76,28329.0,12.9563,343,9,124
261120,7,TIGER 미국달러선물인버스2X,9555,5,-155,-1.6,9570.0,-8.9119,1072,10,124
272220,2,KINDEX 스마트모멘텀,17590,5,-145,-0.82,17571.0,12.818,4380,76,123
272230,2,KINDEX 스마트밸류,15285,5,-45,-0.29,15270.0,15.09,55,0,122
373490,2,KODEX K-이노베이션액티브,11115,5,-150,-1.33,11123.0,,21976,241,122
253290,7,KBSTAR 헬스케어채권혼합,12190,5,-55,-0.45,12191.0,-5.517,7425,90,122
277650,2,TIGER 코스피중형주,15190,5,-115,-0.75,15213.0,9.4386,6760,103,122
248260,4,TIGER 일본TOPIX헬스케어(합성),12050,2,205,1.73,,-1.3328,310,3,121
104520,2,KOSEF 블루칩,9995,5,-40,-0.4,9993.0,12.8161,4986,49,120
152500,3,KINDEX 레버리지,9945,5,-140,-1.39,9924.0,27.901,83619,828,119
329670,7,KODEX TRF7030,11915,5,-20,-0.17,11811.0,6.2778,1131,13,119
251600,7,ARIRANG 고배당주채권혼합,10785,2,40,0.37,10782.0,3.9671,7328,78,119
100910,1,KOSEF KRX100,6565,5,-40,-0.61,6564.0,12.9059,392,2,118
360150,2,KODEX 코스닥150롱코스피200숏선물,7865,5,-55,-0.69,7887.0,-17.1115,81,0,118
160580,5,TIGER 구리실물,9565,2,85,0.9,,22.3225,59893,569,117
265690,4,KINDEX 러시아MSCI(합성),26010,2,105,0.41,,8.1628,6404,166,117
269420,4,KODEX S&P글로벌인프라(합성),11115,2,205,1.88,,2.9245,5556,61,117
139660,7,KOSEF 미국달러선물인버스,10495,5,-70,-0.66,10495.0,-4.5619,254,2,116
310080,4,KBSTAR 중국MSCI China선물(H),14490,2,155,1.08,,2.466,8948,127,116
167860,6,KOSEF 국고채10년레버리지,128260,5,-510,-0.4,128315.0,-5.1453,817,104,115
329660,7,KODEX TRF5050,11410,5,-10,-0.09,11359.0,4.5787,3426,38,114
140700,2,KODEX 보험,6250,2,70,1.13,6251.0,13.4986,268156,1675,113
316300,7,KINDEX 싱가포르리츠,11195,5,-80,-0.71,,3.2036,4299,48,112
244620,2,KODEX 모멘텀Plus,11185,5,-135,-1.19,11198.0,-1.0922,547,6,112
228820,1,TIGER KTOP30,11060,5,-120,-1.07,11058.0,14.7255,12442,136,111
195920,4,TIGER 일본TOPIX(합성 H),15760,2,200,1.29,,6.9783,504,7,110
